ID,Traditional,Simplified,Pinyin,Meaning
A00785,充足,充足,chōngzú,
A00800,仇,仇,chóu,
A00802,綢,绸,chóu,
A00804,愁,愁,chóu,
A00803,稠,稠,chóu,
A00805,籌,筹,chóu,
A00809,臭,臭,chòu,
A00807,丑／醜,丑,chǒu,
A00808,瞅,瞅,chǒu,
A00797,抽,抽,chōu,
B01074,醜惡,丑恶,chǒu’è,
A00798,抽屜,抽屉,chōu•tì,
B01068,籌辦,筹办,chóubàn,
B01069,籌備,筹备,chóubèi,
B01050,抽查,抽查,chōuchá,
B01063,惆悵,惆怅,chóuchàng,
B01073,躊躇,踌躇,chóuchú,
B01051,抽搐,抽搐,chōuchù,
A00806,籌措,筹措,chóucuò,
B01052,抽打,抽打,chōudǎ,
B01060,仇敵,仇敌,chóudí,
B01053,抽調,抽调,chōudiào,
B01064,綢緞,绸缎,chóuduàn,
A00801,仇恨,仇恨,chóuhèn,
B01070,籌劃,筹划,chóuhuá,
B01071,籌集,筹集,chóují,
B01072,籌建,筹建,chóujiàn,
B01054,抽空,抽空,chōukòng,
E155,抽空兒,抽空儿,chōukòngr,
B01067,愁苦,愁苦,chóukǔ,
B01075,醜陋,丑陋,chǒulòu,
B01066,稠密,稠密,chóumì,
B01055,抽泣,抽泣,chōuqì,
B01056,抽籤,抽签,chōuqiān,
B01057,抽取,抽取,chōuqǔ,
B01061,仇人,仇人,chóurén,
B01062,仇視,仇视,chóushì,
B01058,抽穗,抽穗,chōusuì,
F143,抽屉,抽屉,chōutì,
B01076,醜聞,丑闻,chǒuwén,
A00799,抽象,抽象,chōuxiàng,
B01077,臭氧,臭氧,chòuyǎng,
B01059,抽樣,抽样,chōuyàng,
B01065,綢子,绸子,chóuzi,
F144,綢子,绸子,chóuzi,
Q051,綢子,绸子,chóuzi,
A00835,除,除,chú,
A00838,厨,厨,chú,
A00840,鋤,锄,chú,
A00841,雛,雏,chú,
A00842,櫥,橱,chú,
A00855,畜,畜,chù,
A00856,觸,触,chù,
A00843,處,处,chǔ,
A00849,儲,储,chǔ,
A00854,楚,楚,chǔ,
A00810,出／齣,出,chū,
A00830,初,初,chū,
F145,出洋相,出洋相,chū yángxiàng,
A00817,出來,出来,chū•lái,
A00821,出去,出去,chū•qù,
B01178,踹,踹,chuài,
A00858,揣,揣,chuāi / chuǎi / chuài,
B01176,揣測,揣测,chuǎicè,
B01177,揣摩,揣摩,chuǎimó,
A00862,傳,传,chuán,
A00872,船,船,chuán,
A00877,串,串,chuàn,
A00876,喘,喘,chuǎn,
A00859,川,川,chuān,
A00860,穿,穿,chuān,
A00873,船舶,船舶,chuánbó,
A00863,傳播,传播,chuánbō,
B01189,傳布,传布,chuánbù,
B01208,船艙,船舱,chuáncāng,
B01181,穿插,穿插,chuānchā,
B01190,傳承,传承,chuánchéng,
B01182,穿刺,穿刺,chuāncì,
A00864,傳達,传达,chuándá,
B01183,穿戴,穿戴,chuāndài,
B01191,傳單,传单,chuándān,
B01192,傳道,传道,chuándào,
A00865,傳導,传导,chuándǎo,
A00866,傳遞,传递,chuándì,
B01209,船夫,船夫,chuánfū,
A00886,床,床,chuáng,
A00888,闖,闯,chuǎng,
A00879,創,创,chuāng,
A00881,瘡,疮,chuāng,
A00882,窗,窗,chuāng,
B01218,瘡疤,疮疤,chuāngbā,
A00889,創辦,创办,chuàngbàn,
B01221,床單,床单,chuángdān,
F156,床單,床单,chuángdān,
A00883,窗户,窗户,chuānghu,
Q056,窗戶,窗户,chuānghu,
F153,窗户,窗户,chuānghù,
B01224,創匯,创汇,chuànghuì,
B01225,創見,创见,chuàngjiàn,
B01226,創建,创建,chuàngjiàn,
B01227,創舉,创举,chuàngjǔ,
B01228,創刊,创刊,chuàngkān,
B01217,創口,创口,chuàngkǒu,
A00884,窗口,窗口,chuāngkǒu,
F154,窗口,窗口,chuāngkǒu,
A00890,創立,创立,chuànglì,
B01219,窗簾,窗帘,chuānglián,
F155,窗簾,窗帘,chuānglián,
B01222,床鋪,床铺,chuángpù,
A00880,創傷,创伤,chuāngshāng,
B01229,創設,创设,chuàngshè,
B01230,創始,创始,chuàngshǐ,
B01231,創收,创收,chuàngshōu,
B01220,窗台,窗台,chuāngtái,
B01223,床位,床位,chuángwèi,
A00891,創新,创新,chuàngxīn,
B01232,創業,创业,chuàngyè,
B01233,創意,创意,chuàngyì,
A00892,創造,创造,chuàngzào,
A00893,創造性,创造性,chuàngzàoxìng,
B01234,創制,创制,chuàngzhì,
A00885,窗子,窗子,chuāngzi,
Q057,窗子,窗子,chuāngzi,
A00894,創作,创作,chuàngzuò,
B01210,船家,船家,chuánjiā,
B01193,傳教,传教,chuánjiào,
A00867,傳教士,传教士,chuánjiàoshì,
B01179,川劇,川剧,chuānjù,
B01184,穿孔,穿孔,chuānkǒng,
A00878,串聯,串联,chuànlián,
B01194,傳令,传令,chuánlìng,
B01180,川流不息,川流不息,chuānliú-bùxī,
B01195,傳媒,传媒,chuánméi,
B01196,傳奇,传奇,chuánqí,
B01215,喘氣,喘气,chuǎnqì,
B01197,傳染,传染,chuánrǎn,
A00868,傳染病,传染病,chuánrǎnbìng,
B01198,傳人,传人,chuánrén,
B01185,穿山甲,穿山甲,chuānshānjiǎ,
B01199,傳神,传神,chuánshén,
B01200,傳世,传世,chuánshì,
A00869,傳授,传授,chuánshòu,
B01201,傳輸,传输,chuánshū,
A00870,傳説,传说,chuánshuō,
B01203,傳誦,传诵,chuánsòng,
B01202,傳送,传送,chuánsòng,
B01186,穿梭,穿梭,chuānsuō,
B01211,船台,船台,chuántái,
A00871,傳統,传统,chuántǒng,
B01204,傳聞,传闻,chuánwén,
B01216,喘息,喘息,chuǎnxī,
B01212,船舷,船舷,chuánxián,
B01205,傳銷,传销,chuánxiāo,
B01187,穿行,穿行,chuānxíng,
B01206,傳言,传言,chuányán,
B01213,船員,船员,chuányuán,
B01188,穿越,穿越,chuānyuè,
B01214,船閘,船闸,chuánzhá,
A00874,船長,船长,chuánzhǎng,
B01207,傳真,传真,chuánzhēn,
A00875,船隻,船只,chuánzhī,
A00861,穿著,穿着,chuānzhuó,
A00811,出版,出版,chūbǎn,
A00850,儲備,储备,chǔbèi,
B01078,出兵,出兵,chūbīng,
A00831,初步,初步,chūbù,
B01161,儲藏,储藏,chǔcáng,
B01079,出差,出差,chūchāi,
A00812,出産,出产,chūchǎn,
B01080,出廠,出厂,chūchǎng,
B01081,出場,出场,chūchǎng,
B01146,除塵,除尘,chúchén,
F152,處處,处处,chùchù,
B01153,櫥窗,橱窗,chúchuāng,
B01136,初春,初春,chūchūn,
A00851,儲存,储存,chǔcún,
B01137,初等,初等,chūděng,
B01165,觸電,触电,chùdiàn,
B01166,觸動,触动,chùdòng,
B01082,出動,出动,chūdòng,
B01138,初冬,初冬,chūdōng,
B01147,除法,除法,chúfǎ,
B01167,觸發,触发,chùfā,
A00844,處罰,处罚,chǔfá,
A00813,出發,出发,chūfā,
A00814,出發點,出发点,chūfādiǎn,
B01168,觸犯,触犯,chùfàn,
A00839,厨房,厨房,chúfáng,
F150,厨房,厨房,chúfáng,
B01154,處方,处方,chǔfāng,
B01083,出訪,出访,chūfǎng,
A00836,除非,除非,chúfēi,
A00845,處分,处分,chǔfèn,
B01084,出工,出工,chūgōng,
A00815,出國,出国,chūguó,
B01085,出海,出海,chūhǎi,
B01086,出活兒,出活儿,chūhuór,
E192,出活兒,出活儿,chūhuór,
A00897,垂,垂,chuí,
A00899,捶,捶,chuí,
A00900,錘,锤,chuí,
A00895,吹,吹,chuī,
B01240,垂釣,垂钓,chuídiào,
B01235,吹拂,吹拂,chuīfú,
B01245,錘煉,锤炼,chuíliàn,
B01241,垂柳,垂柳,chuíliǔ,
B01236,吹牛,吹牛,chuīniú,
F157,吹牛,吹牛,chuīniú,
B01237,吹捧,吹捧,chuīpěng,
F158,炊事員,炊事员,chuīshìyuán,
B01242,垂死,垂死,chuísǐ,
B01243,垂頭喪氣,垂头丧气,chuítóu-sàngqì,
B01244,垂危,垂危,chuíwēi,
B01238,吹噓,吹嘘,chuīxū,
A00896,炊煙,炊烟,chuīyān,
A00898,垂直,垂直,chuízhí,
B01246,錘子,锤子,chuízi,
Q058,錘子,锤子,chuízi,
B01239,吹奏,吹奏,chuīzòu,
B01169,觸及,触及,chùjí,
A00832,初級,初级,chūjí,
B01087,出擊,出击,chūjī,
B01089,出嫁,出嫁,chūjià,
B01088,出家,出家,chūjiā,
B01170,觸角,触角,chùjiǎo,
A00846,處境,处境,chǔjìng,
B01090,出境,出境,chūjìng,
B01091,出局,出局,chūjú,
B01171,觸覺,触觉,chùjué,
B01155,處決,处决,chǔjué,
A00816,出口,出口,chūkǒu,
A00837,除了,除了,chúle,
F148,除了,除了,chúle,
Q053,除了,除了,chúle,
B01092,出類拔萃,出类拔萃,chūlèi-bácuì,
B01163,畜力,畜力,chùlì,
A00857,矗立,矗立,chùlì,
A00847,處理,处理,chǔlǐ,
B01093,出力,出力,chūlì,
B01139,初戀,初恋,chūliàn,
A00852,儲量,储量,chǔliàng,
A00818,出路,出路,chūlù,
B01094,出馬,出马,chūmǎ,
A00819,出賣,出卖,chūmài,
A00820,出門,出门,chūmén,
B01095,出面,出面,chūmiàn,
B01096,出苗,出苗,chūmiáo,
B01097,出名,出名,chūmíng,
B01172,觸摸,触摸,chùmō,
B01098,出没,出没,chūmò,
B01099,出謀劃策,出谋划策,chūmóu-huàcè,
B08424,畜牧,畜牧,chùmù,
B01173,觸目驚心,触目惊心,chùmù-jīngxīn,
A00906,純,纯,chún,
A00909,唇,唇,chún,
A00911,醇,醇,chún,
A00912,蠢,蠢,chǔn,
A00901,春,春,chūn,
A00907,純粹,纯粹,chúncuì,
B01255,純度,纯度,chúndù,
B01247,春分,春分,chūnfēn,
B01248,春風,春风,chūnfēng,
B01249,春耕,春耕,chūngēng,
B01250,春光,春光,chūnguāng,
B01140,初年,初年,chūnián,
A00902,春季,春季,chūnjì,
A00908,純潔,纯洁,chúnjié,
A00903,春節,春节,chūnjié,
B01256,純净,纯净,chúnjìng,
B01251,春雷,春雷,chūnléi,
B01252,春聯,春联,chūnlián,
B01257,純樸,纯朴,chúnpú,
A00910,淳樸,淳朴,chúnpǔ,
A00904,春秋,春秋,chūnqiū,
B01253,春色,春色,chūnsè,
B01260,蠢事,蠢事,chǔnshì,
A00905,春天,春天,chūntiān,
B01156,處女,处女,chǔnǚ,
B01254,春運,春运,chūnyùn,
B01258,純真,纯真,chúnzhēn,
B01259,純正,纯正,chúnzhèng,
A00913,戳,戳,chuō,
B01261,戳穿,戳穿,chuōchuān,
A00914,綽號,绰号,chuōhào,
B01262,啜泣,啜泣,chuòqì,
B01100,出品,出品,chūpǐn,
B01102,出奇,出奇,chūqí,
F147,初期,初期,chūqí,
B01103,出氣,出气,chūqì,
A00833,初期,初期,chūqī,
B01101,出其不意,出其不意,chūqíbùyì,
B01104,出勤,出勤,chūqín,
B01141,初秋,初秋,chūqiū,
E069,出圈兒,出圈儿,chūquānr,
B01105,出讓,出让,chūràng,
B01107,出任,出任,chūrèn,
B01106,出人意料,出人意料,chūrényìliào,
B01108,出入,出入,chūrù,
A00822,出色,出色,chūsè,
B01109,出山,出山,chūshān,
B01110,出神,出神,chūshén,
A00823,出身,出身,chūshēn,
B01164,畜生,畜生,chùsheng,
Q055,畜生,畜生,chùsheng,
A00824,出生,出生,chūshēng,
B01112,出聲,出声,chūshēng,
B01111,出生率,出生率,chūshēnglǜ,
B01150,廚師,厨师,chúshī,
F151,厨師,厨师,chúshī,
B01157,處世,处世,chǔshì,
B01158,處事,处事,chǔshì,
B01116,出世,出世,chūshì,
B01115,出示,出示,chūshì,
B01117,出事,出事,chūshì,
B01114,出使,出使,chūshǐ,
B01142,初始,初始,chūshǐ,
B01113,出師,出师,chūshī,
B01174,觸手,触手,chùshǒu,
A00825,出售,出售,chūshòu,
B01118,出手,出手,chūshǒu,
B01159,處死,处死,chǔsǐ,
B01162,處所,处所,chùsuǒ,
B01119,出台,出台,chūtái,
B01120,出庭,出庭,chūtíng,
B01151,鋤頭,锄头,chútou,
Q054,鋤頭,锄头,chútou,
B01121,出頭,出头,chūtóu,
A00826,出土,出土,chūtǔ,
B01148,除外,除外,chúwài,
B01122,出外,出外,chūwài,
F149,除夕,除夕,chúxì,
B01149,除夕,除夕,chúxī,
Q052,出息,出息,chūxi,
A00827,出席,出席,chūxí,
B01123,出息,出息,chūxī,
B01143,初夏,初夏,chūxià,
A00828,出現,出现,chūxiàn,
A00829,出血,出血,chūxiě,
B01152,雛形,雏形,chúxíng,
B01124,出行,出行,chūxíng,
B01175,觸鬚,触须,chùxū,
A00853,儲蓄,储蓄,chǔxù,
B01144,初學,初学,chūxué,
B01125,出游,出游,chūyóu,
A00848,處於,处于,chǔyú,
B01126,出於,出于,chūyú,
B01127,出院,出院,chūyuàn,
B01128,出戰,出战,chūzhàn,
B01129,出征,出征,chūzhēng,
B01160,處置,处置,chǔzhì,
B01130,出眾,出众,chūzhòng,
A00834,初中,初中,chūzhōng,
B01145,初衷,初衷,chūzhōng,
B01132,出自,出自,chūzì,
B01131,出資,出资,chūzī,
B01133,出走,出走,chūzǒu,
B01134,出租,出租,chūzū,
F146,出租汽車,出租汽车,chūzū qìchē,
B01135,出租車,出租车,chūzūchē,
A00916,詞,词,cí,
A00922,祠,祠,cí,
A00923,瓷,瓷,cí,
A00926,慈,慈,cí,
A00924,辭,辞,cí,
A00927,磁,磁,cí,
A00931,雌,雌,cí,
A00937,次,次,cì,
A00943,賜,赐,cì,
A00932,此,此,cǐ,
A00915,刺,刺,cī / cì,
B01270,慈愛,慈爱,cí’ài,
B01292,刺耳,刺耳,cì’ěr,
A00941,刺激,刺激,cì•jī,
B01271,慈悲,慈悲,cíbēi,
A00928,磁場,磁场,cíchǎng,
B01274,磁帶,磁带,cídài,
B01291,刺刀,刺刀,cìdāo,
B01287,次第,次第,cìdì,
A00933,此地,此地,cǐdì,
F160,此地,此地,cǐdì,
A00917,詞典,词典,cídiǎn,
B01267,辭典,辞典,cídiǎn,
B01293,刺骨,刺骨,cìgǔ,
B01290,伺候,伺候,cìhou,
Q059,伺候,伺候,cìhou,
A00934,此後,此后,cǐhòu,
B01275,磁化,磁化,cíhuà,
A00918,詞彙,词汇,cíhuì,
B01276,磁極,磁极,cíjí,
B01283,此間,此间,cǐjiān,
B01263,詞句,词句,cíjù,
B01294,刺客,刺客,cìkè,
A00935,此刻,此刻,cǐkè,
F161,此刻,此刻,cǐkè,
A00929,磁力,磁力,cílì,
B01288,次品,次品,cìpǐn,
B01265,瓷器,瓷器,cíqì,
B01285,此前,此前,cǐqián,
B01284,此起彼伏,此起彼伏,cǐqǐ-bǐfú,
B01289,次日,次日,cìrì,
B01280,雌蕊,雌蕊,círuǐ,
B01295,刺殺,刺杀,cìshā,
B01272,慈善,慈善,císhàn,
B01286,此時,此时,cǐshí,
B01268,辭書,辞书,císhū,
A00938,次數,次数,cìshù,
B01264,祠堂,祠堂,cítáng,
B01277,磁體,磁体,cítǐ,
A00930,磁鐵,磁铁,cítiě,
F159,磁鐵,磁铁,cítiě,
B01278,磁頭,磁头,cítóu,
B01269,辭退,辞退,cítuì,
A00936,此外,此外,cǐwài,
A00942,刺蝟,刺猬,cìwei,
Q060,刺猬,刺猬,cìwei,
B01273,慈祥,慈祥,cíxiáng,
B01279,磁性,磁性,cíxìng,
B01281,雌性,雌性,cíxìng,
B01282,雌雄,雌雄,cíxióng,
B01296,刺綉,刺绣,cìxiù,
A00939,次序,次序,cìxù,
B01297,刺眼,刺眼,cìyǎn,
A00940,次要,次要,cìyào,
A00919,詞義,词义,cíyì,
A00920,詞語,词语,cíyǔ,
B01298,賜予,赐予,cìyǔ,
A00925,辭職,辞职,cízhí,
B01266,瓷磚,瓷砖,cízhuān,
A00921,詞組,词组,cízǔ,
A00948,從,从,cóng,
A00956,叢,丛,cóng,
A00945,葱,葱,cōng,
A00950,從而,从而,cóng’ér,
A00947,聰明,聪明,cōng•míng,
A00949,從此,从此,cóngcǐ,
B01299,匆匆,匆匆,cōngcōng,
A00946,聰慧,聪慧,cōnghuì,
B01300,從軍,从军,cóngjūn,
A00951,從來,从来,cónglái,
B01307,叢林,丛林,cónglín,
A00944,匆忙,匆忙,cōngmáng,
A00952,從前,从前,cóngqián,
F162,從前,从前,cóngqián,
B01301,從容,从容,cóngróng,
B01302,從容不迫,从容不迫,cóngróng-bùpò,
B01308,叢生,丛生,cóngshēng,
A00953,從事,从事,cóngshì,
B01303,從屬,从属,cóngshǔ,
B01309,叢書,丛书,cóngshū,
B01304,從頭,从头,cóngtóu,
F163,從未,从未,cóngwèi,
A00954,從小,从小,cóngxiǎo,
F164,從小,从小,cóngxiǎo,
B01305,從業,从业,cóngyè,
B01306,從眾,从众,cóngzhòng,
A00955,從中,从中,cóngzhōng,
A00957,湊,凑,còu,
Q061,凑合,凑合,còuhe,
B01310,湊合,凑合,còuhé,
B01311,湊近,凑近,còujìn,
B01312,湊巧,凑巧,còuqiǎo,
F165,凑巧,凑巧,còuqiǎo,
A00961,促,促,cù,
A00965,醋,醋,cù,
A00966,簇,簇,cù,
A00958,粗,粗,cū,
A00960,卒,卒,cù / zú,
A00967,竄,窜,cuàn,
B01328,躥,蹿,cuān,
B01329,攢,攒,cuán / zǎn,
A00968,篡奪,篡夺,cuànduó,
A00969,篡改,篡改,cuàngǎi,
B01313,粗暴,粗暴,cūbào,
B01314,粗笨,粗笨,cūbèn,
B01315,粗布,粗布,cūbù,
A00959,粗糙,粗糙,cūcāo,
A00962,促成,促成,cùchéng,
B01316,粗大,粗大,cūdà,
B01317,粗放,粗放,cūfàng,
B01318,粗獷,粗犷,cūguǎng,
A00976,脆,脆,cuì,
B01338,啐,啐,cuì,
A00977,翠,翠,cuì,
A00971,崔,崔,cuī,
A00972,催,催,cuī,
A00973,摧,摧,cuī,
A00970,衰,衰,cuī / shuāi,
B01335,璀璨,璀璨,cuǐcàn,
A00974,摧殘,摧残,cuīcán,
B01330,催促,催促,cuīcù,
B01331,催化,催化,cuīhuà,
B01332,催化劑,催化剂,cuīhuàjì,
A00975,摧毀,摧毁,cuīhuǐ,
B01339,淬火,淬火,cuìhuǒ,
B01340,翠緑,翠绿,cuìlǜ,
F166,翠緑,翠绿,cuìlǜ,
B01333,催眠,催眠,cuīmián,
B01337,萃取,萃取,cuìqǔ,
B01336,脆弱,脆弱,cuìruò,
B01334,催生,催生,cuīshēng,
A00963,促進,促进,cùjìn,
B01319,粗魯,粗鲁,cūlǔ,
B01320,粗略,粗略,cūlüè,
A00981,存,存,cún,
A00984,寸,寸,cùn,
A00978,村,村,cūn,
B01345,皴,皴,cūn,
B01346,存儲,存储,cúnchǔ,
B01347,存放,存放,cúnfàng,
B01348,存活,存活,cúnhuó,
B01349,存貨,存货,cúnhuò,
A00982,存款,存款,cúnkuǎn,
B01350,存量,存量,cúnliàng,
B01351,存留,存留,cúnliú,
B01341,村落,村落,cūnluò,
B01342,村民,村民,cūnmín,
B01352,存亡,存亡,cúnwáng,
B01353,存心,存心,cúnxīn,
A00983,存在,存在,cúnzài,
B01343,村寨,村寨,cūnzhài,
B01354,存摺,存折,cúnzhé,
B01344,村鎮,村镇,cūnzhèn,
A00979,村莊,村庄,cūnzhuāng,
A00980,村子,村子,cūnzi,
F167,村子,村子,cūnzi,
Q062,村子,村子,cūnzi,
A00987,挫,挫,cuò,
B01358,銼,锉,cuò,
A00990,錯,错,cuò,
A00985,搓,搓,cuō,
F168,搓,搓,cuō,
A00986,撮,撮,cuō,
A00991,錯誤,错误,cuò•wù,
B01356,挫敗,挫败,cuòbài,
B01359,錯過,错过,cuòguò,
B01360,錯覺,错觉,cuòjué,
B01357,挫傷,挫伤,cuòshāng,
B01355,磋商,磋商,cuōshāng,
A00989,措施,措施,cuòshī,
B01361,錯位,错位,cuòwèi,
A00988,挫折,挫折,cuòzhé,
A00992,錯綜複雜,错综复杂,cuòzōng-fùzá,
A00964,促使,促使,cùshǐ,
B01321,粗俗,粗俗,cūsú,
B01322,粗細,粗细,cūxì,
B01326,促銷,促销,cùxiāo,
B01323,粗心,粗心,cūxīn,
B01324,粗野,粗野,cūyě,
B01327,簇擁,簇拥,cùyōng,
B01325,粗壯,粗壮,cūzhuàng,
A00996,打,打,dá,
A00997,達,达,dá,
A01013,大,大,dà,
A00993,搭,搭,dā,
F178,大拇指,大拇指,dà mǔzhǐ,
F176,大姐,大姐,dà zǐ,
A00994,答,答,dā/dá,
B01402,大不了,大不了,dà•bùliǎo,
A01000,答復 [答覆],答复,dá•fù,
F180,大人,大人,dà•rén,
B01368,搭訕,搭讪,dā•shàn,
A00999,答案,答案,dáàn,
B01398,大白,大白,dàbái,
A01001,打敗,打败,dǎbài,
F169,打敗,打败,dǎbài,
B01399,大半,大半,dàbàn,
A01002,打扮,打扮,dǎban,
Q065,打扮,打扮,dǎban,
B01400,大本營,大本营,dàběnyíng,
B01371,答辯,答辩,dábiàn,
B01401,大便,大便,dàbiàn,
F173,大便,大便,dàbiàn,
B01369,達標,达标,dábiāo,
A01014,大伯,大伯,dàbó,
B01374,打岔,打岔,dǎchà,
B01403,大腸,大肠,dàcháng,
B01404,大潮,大潮,dàcháo,
B01405,大車,大车,dàchē,
B01363,搭車,搭车,dāchē,
A01015,大臣,大臣,dàchén,
B01370,達成,达成,dáchéng,
A01016,大膽,大胆,dàdǎn,
B01364,搭檔,搭档,dādàng,
A00998,達到,达到,dádào,
B01407,大道,大道,dàdào,
A01003,打倒,打倒,dǎdǎo,
B01406,大刀闊斧,大刀阔斧,dàdāo-kuòfǔ,
A01017,大地,大地,dàdì,
B01408,大抵,大抵,dàdǐ,
B01375,打的,打的,dǎdī,
B01410,大殿,大殿,dàdiàn,
B01409,大典,大典,dàdiǎn,
B01376,打點,打点,dǎdian,
Q066,打點,打点,dǎdian,
B01377,打動,打动,dǎdòng,
A01018,大豆,大豆,dàdòu,
B01411,大度,大度,dàdù,
B01378,打賭,打赌,dǎdǔ,
A01019,大隊,大队,dàduì,
A01004,打盹兒,打盹儿,dǎdǔnr,
E109,打盹兒,打盹儿,dǎdǔnr,
A01020,大多,大多,dàduō,
A01021,大多數,大多数,dàduōshù,
B01412,大法,大法,dàfǎ,
B01379,打發,打发,dǎfa,
Q067,打發,打发,dǎfa,
B01413,大凡,大凡,dàfán,
B01415,大方,大方,dàfang,
Q072,大方,大方,dàfang,
B01414,大方,大方,dàfāng,
A01022,大風,大风,dàfēng,
B01416,大幅,大幅,dàfú,
B01417,大副,大副,dàfù,
A01023,大概,大概,dàgài,
A01024,大綱,大纲,dàgāng,
A01025,大哥,大哥,dàgē,
F174,大哥,大哥,dàgē,
E144,打嗝兒,打嗝儿,dǎgér,
B01380,打工,打工,dǎgōng,
B01418,大公無私,大公无私,dàgōng-wúsī,
B01419,大鼓,大鼓,dàgǔ,
A01026,大褂兒,大褂儿,dàguàr,
E049,大褂兒,大褂儿,dàguàr,
B01420,大漢,大汉,dàhàn,
B01421,大號,大号,dàhào,
B01422,大户,大户,dàhù,
B01372,答話,答话,dáhuà,
E065,打晃兒,打晃儿,dǎhuàngr,
A01027,大會,大会,dàhuì,
B01381,打火機,打火机,dǎhuǒjī,
A01028,大夥兒,大伙儿,dàhuǒr,
E193,大夥兒,大伙儿,dàhuǒr,
F175,大夥兒,大伙儿,dàhuǒr,
A01072,代,代,dài,
A01079,帶,带,dài,
A01083,貸,贷,dài,
A01088,袋,袋,dài,
A01090,戴,戴,dài,
A01067,呆,呆,dāi,
A01070,逮,逮,dǎi / dài,
A01068,待,待,dāi / dài,
B01466,代辦,代办,dàibàn,
A01073,代表,代表,dàibiǎo,
B01467,代表作,代表作,dàibiǎozuò,
A01089,逮捕,逮捕,dàibǔ,
B01468,代詞,代词,dàicí,
B01473,帶電,带电,dàidiàn,
A01080,帶動,带动,dàidòng,
A01071,大夫,大夫,dàifu,
Q075,大夫,大夫,dàifu,
A01086,怠工,怠工,dàigōng,
B01469,代號,代号,dàihào,
A01074,代價,代价,dàijià,
B01474,帶勁,带劲,dàijìn,
A01084,貸款,贷款,dàikuǎn,
A01075,代理,代理,dàilǐ,
A01081,帶領,带领,dàilǐng,
A01076,代理人,代理人,dàilǐrén,
B01475,帶路,带路,dàilù,
B01470,代碼,代码,dàimǎ,
A01087,怠慢,怠慢,dàimàn,
B01472,玳瑁,玳瑁,dàimào,
B01477,待命,待命,dàimìng,
B01471,代數,代数,dàishù,
A01077,代替,代替,dàitì,
A01082,帶頭,带头,dàitóu,
A01069,歹徒,歹徒,dǎitú,
A01078,代謝,代谢,dàixiè,
B01478,待業,待业,dàiyè,
A01085,待遇,待遇,dàiyù,
B01465,呆滯,呆滞,dāizhì,
Q076,帶子,带子,dàizi,
B01479,袋子,袋子,dàizi,
F186,袋子,袋子,dàizi,
Q077,袋子,袋子,dàizi,
B01476,帶子,带子,dàizǐ,
B01423,大計,大计,dàjì,
A01005,打擊,打击,dǎjī,
A01029,大家,大家,dàjiā,
A01006,打架,打架,dǎjià,
F170,打架,打架,dǎjià,
B01365,搭建,搭建,dājiàn,
B01424,大將,大将,dàjiàng,
B01383,打攪,打搅,dǎjiǎo,
B01382,打交道,打交道,dǎjiāo•dào,
A01031,大姐,大姐,dàjiě,
A01030,大街,大街,dàjiē,
B01425,大驚小怪,大惊小怪,dàjīng-xiǎoguài,
B01366,搭救,搭救,dājiù,
B01426,大局,大局,dàjú,
B01427,大舉,大举,dàjǔ,
B01373,答卷,答卷,dájuàn,
A01007,打開,打开,dǎkāi,
B01384,打垮,打垮,dǎkuǎ,
B01362,耷拉,耷拉,dāla,
Q063,耷拉,耷拉,dāla,
B01385,打撈,打捞,dǎlāo,
B01429,大力,大力,dàlì,
A01032,大量,大量,dàliàng,
A01008,打量,打量,dǎliang,
F171,打量,打量,dǎliang,
Q068,打量,打量,dǎliang,
B01386,打獵,打猎,dǎliè,
B01428,大理石,大理石,dàlǐshí,
A01033,大陸,大陆,dàlù,
B01431,大路,大路,dàlù,
B01432,大略,大略,dàlüè,
B01430,大陸架,大陆架,dàlùjià,
B01433,大麻,大麻,dàmá,
A01034,大媽,大妈,dàmā,
F177,大媽,大妈,dàmā,
B01434,大麥,大麦,dàmài,
A01035,大門,大门,dàmén,
B01435,大米,大米,dàmǐ,
B01436,大名,大名,dàmíng,
E130,打鳴兒,打鸣儿,dǎmíngr,
B01437,大漠,大漠,dàmò,
A01105,旦,旦,dàn,
A01104,石,石,dàn,
A01106,但,但,dàn,
A01111,淡,淡,dàn,
A01115,蛋,蛋,dàn,
A01118,氮,氮,dàn,
A01103,膽,胆,dǎn,
B01509,撣,掸,dǎn,
A01091,丹,丹,dān,
A01092,擔,担,dān,
A01114,彈,弹,dàn / tán,
A01036,大腦,大脑,dànǎo,
A01116,蛋白,蛋白,dànbái,
A01117,蛋白質,蛋白质,dànbáizhì,
B01481,擔保,担保,dānbǎo,
B01485,單邊,单边,dānbiān,
B01511,淡薄,淡薄,dànbó,
B01486,單薄,单薄,dānbó,
B01487,單産,单产,dānchǎn,
A01109,誕辰,诞辰,dànchén,
A01096,單純,单纯,dānchún,
B01488,單詞,单词,dāncí,
B01482,擔當,担当,dāndāng,
A01097,單調,单调,dāndiào,
B01512,淡定,淡定,dàndìng,
B01480,丹頂鶴,丹顶鹤,dāndǐnghè,
A01098,單獨,单独,dāndú,
B01489,單方,单方,dānfāng,
B01520,氮肥,氮肥,dànféi,
A01093,擔負,担负,dānfù,
A01145,檔,档,dàng,
A01144,蕩,荡,dàng,
A01134,擋,挡,dǎng,
A01135,黨,党,dǎng,
B01533,襠,裆,dāng,
A01119,當,当,dāng / dàng,
A01146,檔案,档案,dàng’àn,
B01544,當鋪,当铺,dàng•pù,
